"camis","dba","boro","cuisine_description","inspection_date","action","critical_flag","score","grade","inspection_type","violation_description"
"50175424","LAMOONE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50091765","PASTRAMI QUEEN","0","Jewish/Kosher","2023-05-04T00:00:00.000","Violations were cited in the following area(s).","Not Critical","52","C","Cycle Inspection / Re-inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50044587","BAR - (BD6130)","Manhattan","Bottled Beverages","2023-03-04T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0","A","Cycle Inspection / Initial Inspection",
"50081475","TAIM","Manhattan","Mediterranean","2024-11-20T00:00:00.000","Violations were cited in the following area(s).","Not Critical","25",,"Cycle Inspection / Initial Inspection","Thawing procedure improper."
"50187885","SUKA SUSHI","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"40876618","BIJAN'S","Brooklyn","American","2024-09-03T00:00:00.000","Violations were cited in the following area(s).","Not Critical",,,"Administrative Miscellaneous / Re-inspection","Failure to post or conspicuously post healthy eating information"
"50183546","SOSA'S SANDWICH SHOP","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50137981","CENTRAL PARK BOATHOUSE CAFE","Manhattan","Continental","2025-09-12T00:00:00.000","Violations were cited in the following area(s).","Not Critical","32",,"Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50178181","PRET A MANGER","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187819","FLAMINGO BABY BRUNCH & BAR","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50162839","GUATEMEX","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50161982","FRESH FOOD CATERING  (Inside DMI Prep)","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50159831","PAO DE QUEIJO & CO.","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179137","DEVINS FISH AND CHIPS","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181275","168 BAR & GRILL","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180521","HERRADURA SPORTS BAR RESTAURANT CORP.","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187296","PIZZA 4P'S","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50163764","ROBERT DELUCA","0",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187346","SAKUL THAI NOODLES","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50148084","ABOUT LAST NIGHT","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178143","TONY'S TACOS","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50161351","CRUMBL","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50164893","BABYSIPS","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185256","NADAL 3 DELI & BUFFET, INC.","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41653176","JOE COFFEE","Manhattan","Coffee/Tea","2023-06-27T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable",,,"Trans Fat / Initial Inspection",
"50170572","MORNINGSIDE CAFE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50146906","STONED PIZZA","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50160505","STARBUCKS # 1955","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181551","GENATSVALE INC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50140218","PURO SABOR A MEXICANO","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50128676","FRANKO'S GARAGE","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50171729","KATI SHOP","0",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50127927","JUST LORRAINE'S PLACE TWO","Manhattan","American","2024-12-03T00:00:00.000","Violations were cited in the following area(s).","Not Critical","37",,"Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50175209","SIBERIA","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50188207","HABONYC 1688 INC.","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186706","LIBERTY BAGELS","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50162956","KAO BEI CAN YIN INC.","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50145703","HELLO BAR","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50132087","FANTASTIC BEASTS","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179146","LAST CRUMB","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50099479","DOUGHNUTTERY","Manhattan","Donuts","2024-06-08T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"50177432","Saint Raymond Academy for Girls","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50183442","XI'AN FAMOUS FOODS","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50141172","QUALITY GREENS KITCHEN","Bronx","Salads","2025-08-13T00:00:00.000","Violations were cited in the following area(s).","Not Critical","57",,"Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50179648","BROOKLYN BAKLAVA INC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185239","TOZTON","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50139126","WONDER","Brooklyn","Fusion","2025-06-07T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"50047418","CHEZ MATY ET SOKHNA","Manhattan","African","2023-05-04T00:00:00.000","Violations were cited in the following area(s).","Critical","27","B","Cycle Inspection / Re-inspection","Hot TCS food item not held at or above 140 °F."
"50162802","SOFTBITE LIC LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184024","ZHONG WANG RESTAURANT INC.","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50099938","SUNSET PIZZA","Brooklyn","Pizza","2022-04-13T00:00:00.000","Violations were cited in the following area(s).","Not Critical","9","A","Cycle Inspection / Initial Inspection","Thawing procedures improper."
"50150789","LATOYA'S KITCHEN","Manhattan","Caribbean","2024-09-02T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"50167540","PUSHANOOK LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187594","SAILOR & SIREN 817 MANHATTAN LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50111558","PIER SIDE CAFE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50177754","THE EIGHTH COCKTAIL BAR","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50182207","JAZZCULTURAL","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181768","KING WOK","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180621","TATTE BAKERY & CAFE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50167169","BAR TIZIO","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178958","FLORAL FROMAGE","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186580","ROLL OVER UNION SQUARE LLC","0",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50075248","PLANTSHED","0","Coffee/Tea","2024-01-03T00:00:00.000","Violations were cited in the following area(s).","Critical","13","A","Cycle Inspection / Initial Inspection","Food Protection Certificate (FPC) not held by manager or supervisor of food operations."
"50152614","JALAPENO SHACK","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50009999","MEXICAN GRILL","Bronx","Mexican","2023-02-02T00:00:00.000","Violations were cited in the following area(s).","Critical","32",,"Cycle Inspection / Initial Inspection","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored."
"50176671","BLACK SEED BAGELS","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"40356078","I. & L. DELICACIES,INC.","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50183641","SUSHI COUNTER 189 LAFAYETTE LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181762","VERA'S","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50188024","375 RESERVE","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50158273","OTORO","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41585425","LUCKY GARDEN","Bronx","Chinese","2024-04-03T00:00:00.000","Violations were cited in the following area(s).","Not Critical","31",,"Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"41248866","BARAKA BUFFET","Manhattan","African","2024-09-12T00:00:00.000","Violations were cited in the following area(s).","Not Critical","32",,"Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50172984","AMA BA","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187428","RASUWA LIRUNG RESTAURANT LLC","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50052223","DA NONNA ROSA","Brooklyn","Italian","2024-06-16T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"50182465","FIRST RAY OPERATIONS (NEW YORK) LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50132037","THE CORNER CHINESE RESTAURANT","Manhattan","Chinese","2024-05-18T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"41688103","PRESS DINING ROOM","Bronx","American","2025-01-25T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0","A","Cycle Inspection / Initial Inspection",
"50161102","MINISHOP","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50128210","KALYE","Manhattan","Filipino","2024-09-14T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"50186730","VALERIO'S TROPICAL BAKESHOP","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187068","RAHIS PIZZERIA","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"40398556","EL PATACON PAISA RESTAURANT INC.","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179656","Isn’t She Lovely the Vegan Bakery LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179031","BANSHEE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50134692","MILAGRO TEQUILA BAR","Queens","American","2025-09-13T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0","A","Cycle Inspection / Initial Inspection",
"41503108","TULCINGO RESTAURANT","Queens","Mexican","2025-03-04T00:00:00.000","Violations were cited in the following area(s).","Not Critical",,,"Administrative Miscellaneous / Initial Inspection","Current letter grade or Grade Pending card not posted"
"50084602","SAN MARCOS CAFE","Bronx","Latin American","2024-04-05T00:00:00.000","Violations were cited in the following area(s).","Not Critical",,,"Administrative Miscellaneous / Initial Inspection","Failure to post or conspicuously post healthy eating information"
"50185188","LINKEDIN 3RD FLOOR CAFE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50092228","JALOPY THEATRE","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179238","LOCA MADRES INC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185001","MOMOFUKU","0",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179290","ORTIZ BARBERSHOP INC","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50119429","MAE MAE CAFE","Bronx","Vegetarian","2024-10-19T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"50179748","OR'ESH","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180000","JOHNS DELI","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50175999","PUERTA DEL ALMA","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50177733","FIRST RAY OPERATIONS (NEW YORK) LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50158707","H BAR CAFE","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181976","SunLife Organics","0",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50167919","BARCADE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184569","GOOD TASTE RESTAURANT 168 INC.","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50182929","EL SABOR DEL RANCHO TAQUERIA","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184934","GELATOVILLE HK LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185340","CHARLEYS PENN PLAZA","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186239","CHEZ STANLEY","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186362","A TASTE OF SEAFOOD V LLC","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178760","CLOUD CATERING","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50002454","1803 NYC / BON COURAGE","Manhattan","Cajun","2026-05-16T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"50185481","GOOD FOOD GROUP LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50167715","N'ATA STORIA","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50158848","AURA 57","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50143389","CHAMPION PIZZA REGO PARK INC.","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181988","BABYSIPS BROOKLYN LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50067032","TAQUERIA ON TENTH","Manhattan","American","2024-12-04T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable",,,"Administrative Miscellaneous / Initial Inspection",
"50179397","MUNCHY MUNCHY CORP.","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"40557901","LA ISLA CUCHIFRITOS","Bronx","Latin American","2026-01-16T00:00:00.000","Violations were cited in the following area(s).","Critical","23",,"Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50147704","GALLEGO SEAFOOD","Manhattan","Seafood","2025-12-12T00:00:00.000","Violations were cited in the following area(s).","Critical","10","A","Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50188439","CHOPSTICK HOUSE","Staten Island",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50163871","BANANAS","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41050171","CUBA","Manhattan","Latin American","2025-02-20T00:00:00.000","Violations were cited in the following area(s).","Not Critical","13","A","Cycle Inspection / Re-inspection","Thawing procedure improper."
"50187275","FLAMBOYAN KITCHEN LLC","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50004099","JAC MAO CHINESE CUISINE","0","Chinese","2024-01-30T00:00:00.000","Violations were cited in the following area(s).","Critical","31",,"Cycle Inspection / Initial Inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"50173653","LAVISH BAR & RESTAURANT","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50174974","FIRST RAY OPERATIONS (NEW YORK) LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50177971","LALAON","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50122470","SEA TO SOUL","Manhattan","Soul Food","2023-11-22T00:00:00.000","Violations were cited in the following area(s).","Not Applicable",,,"Smoke-Free Air Act / Initial Inspection","Flavored tobacco products sold, offered for sale"
"50175561","THIRD TIME'S THE CHARM","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50171913","LAGO KACHE LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41299744","PSARI","Queens","Greek","2024-09-11T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50080702","SAVVY BISTRO AND BAR","Brooklyn","Caribbean","2025-10-23T00:00:00.000","Violations were cited in the following area(s).","Not Applicable",,,"Smoke-Free Air Act / Initial Inspection","Flavored tobacco products sold, offered for sale"
"50182395","'RITAS","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180139","Five Flavors House","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50034739","ELLINGTON IN THE PARK","Manhattan","American","2023-10-05T00:00:00.000","Violations were cited in the following area(s).","Critical","75","N","Cycle Inspection / Initial Inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"50066837","PECKISH","Brooklyn","Coffee/Tea","2025-06-04T00:00:00.000","Violations were cited in the following area(s).","Critical","16",,"Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50086804","THE ROW HARLEM","Manhattan","American","2026-06-04T00:00:00.000","Violations were cited in the following area(s).","Critical","27","N","Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50184585","CHOCOCO NY LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50182454","SUBWAY","Queens","Sandwiches","2026-04-21T00:00:00.000","Establishment re-opened by DOHMH.","Not Applicable","0","Z","Pre-permit (Operational) / Reopening Inspection",
"50167466","JMC FRESH FOODS CORP","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"40399173","TASTY DELIGHT","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178323","JAMIERI KAFE INC.","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50183415","KKINI","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50150875","AUNTIE ANNE'STCCD","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50066463","CAFE 53","Manhattan","American","2024-03-28T00:00:00.000","Violations were cited in the following area(s).","Critical","13","A","Cycle Inspection / Re-inspection","Hot TCS food item not held at or above 140 °F."
"40365942","HOP KEE","Manhattan","Chinese","2023-08-24T00:00:00.000","Violations were cited in the following area(s).","Critical","34",,"Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50172084","misueno","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180509","L HOTEL","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50118880","BAADSHAH RESTAURANT & SWEETS","Brooklyn","Pakistani","2025-03-10T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable",,,"Administrative Miscellaneous / Initial Inspection",
"40958170","SOHO HOUSE","Manhattan","American","2024-03-05T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Cycle Inspection / Re-inspection","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses."
"50119933","CATRACHA RESTAURANT","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187224","LUDLOW BURGER COMPANY","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50160452","TANG HULU","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41639505","GIO'S PIZZA & RESTAURANT","Bronx","Pizza","2024-08-23T00:00:00.000","Violations were cited in the following area(s).","Critical","21","B","Cycle Inspection / Re-inspection","Live roaches in facility's food or non-food area."
"50180366","HUNTER 56 LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50132751","GELATOVILLE","Manhattan","Frozen Desserts","2025-06-21T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"50112010","PANDA ABC","Brooklyn","Chinese","2023-06-20T00:00:00.000","Violations were cited in the following area(s).","Not Critical","21",,"Cycle Inspection / Initial Inspection","Thawing procedure improper."
"50093485","VECHE 7 ENTERTAINEMENT","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50107193","NUTRIPLATES","Queens","American","2026-06-24T00:00:00.000","Violations were cited in the following area(s).","Not Critical","12","A","Cycle Inspection / Re-inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50113656","FLOWER DRUM HOUSE","Queens","Chinese","2023-10-05T00:00:00.000","Violations were cited in the following area(s).","Critical","21",,"Cycle Inspection / Initial Inspection","Live roaches in facility's food or non-food area."
"50175281","STRAWBERRO LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50171594","GOLDEN KRUST","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179880","SOUL OF PALESTINE NYC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50173134","16 HANDLES","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50121480","PICCIOTTO","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50182449","SAM'S RESTAURANT","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187423","TITÁN","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50183678","SABA HOSPITALITY GROUP LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50168205","ROLL OVER KIMBAP","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50176732","DUNKIN'","Bronx","Coffee/Tea","2025-10-23T00:00:00.000","Violations were cited in the following area(s).","Critical","17","N","Pre-permit (Operational) / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50104712","LOS 3 CHARROS","Manhattan","Mexican","2025-05-05T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Cycle Inspection / Initial Inspection","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation."
"41647129","STEPHANIE'S MEXICAN BAKERY","Queens","Mexican","2024-11-12T00:00:00.000","Violations were cited in the following area(s).","Critical","27","B","Cycle Inspection / Re-inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"41703549","POPEYES","Queens","Chicken","2024-02-12T00:00:00.000","Violations were cited in the following area(s).","Critical","11","A","Cycle Inspection / Re-inspection","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored."
"50131438","OMAKASE SUSHI BY NONAME","Manhattan","Japanese","2023-11-08T00:00:00.000","Violations were cited in the following area(s).","Critical","27",,"Pre-permit (Operational) / Initial Inspection","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor."
"50102329","PINE & GINGER","Brooklyn","Caribbean","2024-01-29T00:00:00.000","Violations were cited in the following area(s).","Not Critical",,,"Administrative Miscellaneous / Initial Inspection","Current letter grade or Grade Pending card not posted"
"50071476","THE LITTLE ONE","Manhattan","Frozen Desserts","2022-07-26T00:00:00.000","Violations were cited in the following area(s).","Not Critical","12","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50090491","FORT WASHINGTON PUBLIC HOUSE, BROADWAY SLICE","Manhattan","American","2024-07-18T00:00:00.000","Violations were cited in the following area(s).","Critical","20",,"Cycle Inspection / Initial Inspection","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan."
"50089606","STERLING CRUST WEST INDIAN RESTAURANT","Brooklyn","Caribbean","2025-02-24T00:00:00.000","Violations were cited in the following area(s).","Critical","26","B","Cycle Inspection / Re-inspection","Evidence of rats or live rats in establishment's food or non-food areas."
"50145360","YUKI JAPANESE RESTAURANT","Manhattan","Japanese","2025-01-22T00:00:00.000","Violations were cited in the following area(s).","Not Critical","31",,"Cycle Inspection / Initial Inspection","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests."
"50011738","GRANDMA'S DIM SUM","Queens","Chinese","2025-11-18T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Cycle Inspection / Re-inspection","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation."
"50054754","MCDONALD'S","Queens","Hamburgers","2024-01-09T00:00:00.000","Violations were cited in the following area(s).","Critical","39",,"Cycle Inspection / Initial Inspection","Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies."
"50138977","SUBWAY #62918","Brooklyn","Sandwiches/Salads/Mixed Buffet","2023-08-10T00:00:00.000","Violations were cited in the following area(s).","Critical","5","A","Pre-permit (Operational) / Re-inspection","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored."
"50127859","BORA BORA","Brooklyn","Juice, Smoothies, Fruit Salads","2026-03-26T00:00:00.000","Violations were cited in the following area(s).","Critical","13","A","Cycle Inspection / Re-inspection","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred."
"40557901","LA ISLA CUCHIFRITOS","Bronx","Latin American","2023-12-26T00:00:00.000","Violations were cited in the following area(s).","Critical","51","C","Cycle Inspection / Re-inspection","Hot TCS food item not held at or above 140 °F."
"50015416","NEW CHINA WOK","Brooklyn","Chinese","2024-10-07T00:00:00.000","Violations were cited in the following area(s).","Not Critical","28","C","Cycle Inspection / Re-inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50145977","GRAND COOK NYC","Brooklyn","Fusion","2024-08-07T00:00:00.000","Violations were cited in the following area(s).","Not Critical","9","A","Pre-permit (Operational) / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
"50044795","MONTESPINO RESTAURANT","Bronx","Latin American","2023-06-21T00:00:00.000","Violations were cited in the following area(s).","Critical","24",,"Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"41254923","AYZA CAFE & WINE BAR","Manhattan","Mediterranean","2024-12-02T00:00:00.000","Violations were cited in the following area(s).","Not Critical","11","A","Cycle Inspection / Initial Inspection","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit."
