"camis","dba","boro","cuisine_description","inspection_date","action","critical_flag","score","grade","inspection_type","violation_description"
"50186563","MONTOYA'S","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181164","PIZZA HUB","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179780","SESH COMEDY","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50152298","MISTER CHICKEN II LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185506","MCDONALDS","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184405","NEW LONG RIVER 168 INC.","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50088988","CITY ONE","Manhattan","Chinese","2023-08-31T00:00:00.000","Violations were cited in the following area(s).","Critical","15","B","Cycle Inspection / Re-inspection","Live roaches in facility's food or non-food area."
"50185236","ABVE CORP","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50165827","AB STABLE LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50124544","LION'S GATE GRILL","Manhattan","Chinese","2024-07-18T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50159007","UN (COFFEE STUDIO) D","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179393","JETBLUE LOUNGE","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50148817","CAFE JEZERO","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50177284","WORLD SPA ENTERTAINMENT LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50176348","THIRFT N SIP","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50176158","CHICKEN AT LAST","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50144825","DOUGHNUTTERY EVENTS.","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50149867","NICE DAY CHINESE BROOKLYN","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50135830","STUDIO DEM","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186904","SOL Y SAZON","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50143076","CHASE AD JFK","Queens","Continental","2024-02-07T00:00:00.000","Violations were cited in the following area(s).","Critical","13","A","Pre-permit (Operational) / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50186760","ASIA HARBOR ASIAN CUISINE INC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"40536414","LA CABANA","Brooklyn","Latin American","2023-11-29T00:00:00.000","Violations were cited in the following area(s).","Critical","21",,"Cycle Inspection / Compliance Inspection","Live roaches in facility's food or non-food area."
"50068298","SUCCESS ACADEMY CHARTER SCHOOLS -BERGEN BEACH","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178380","D APPETIZ","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50126672","YOWALLA, INC.","0",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178748","YAFA","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50171132","LAMBS TSQ LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50167164","BADABOOM","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41693614","CIBO EXPRESS ATRIUM (CONCOURSE D)","Queens","American","2022-10-20T00:00:00.000","Violations were cited in the following area(s).","Not Critical","9","A","Cycle Inspection / Initial Inspection","Wash hands sign not posted near or above hand washing sink."
"50180736","POTWAH JERK PATTY","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50175276","WHOOPIE COMPANY","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50066129","GYRO CAFE","Brooklyn","Pakistani","2023-12-07T00:00:00.000","Establishment re-opened by DOHMH.","Not Applicable","0",,"Cycle Inspection / Reopening Inspection",
"50166544","SAINT","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185257","LUNA DI PASTA & PIZZA","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50163421","MYSTTIK HOLIDAYS INC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41503108","TULCINGO RESTAURANT","Queens","Mexican","2024-04-15T00:00:00.000","Violations were cited in the following area(s).","Critical","40","C","Cycle Inspection / Re-inspection","Hot TCS food item not held at or above 140 °F."
"50107193","NUTRIPLATES","Queens","American","2026-06-24T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Cycle Inspection / Re-inspection","Live roaches in facility's food or non-food area."
"50018604","MR. NOSH","Brooklyn","Fusion","2026-02-26T00:00:00.000","Establishment re-opened by DOHMH.","Not Applicable","0","Z","Cycle Inspection / Reopening Inspection",
"50178363","THE KOFTE HOUSE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50172111","STOCKED BY THREE OWLS","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50183774","THE CORNER HOUSE","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184567","SEMSEMSHAWARAM","Staten Island",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50162887","A&S CATERERS","Staten Island",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184863","RIPPLE LABS","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184961","VIVA","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184270","OROVA","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179740","MUMU LOUNGE","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181056","ZIG ZAG OYSTER BAR","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185226","GULCHATAY INC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50115781","HK HALL","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50162697","SQUARE PIZZA INC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180321","GANGNAM BOX","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50175073","KUCHELA KUIZINE","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185245","ATMF, INC.","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187523","KATHERINE GOMEZ","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184861","LIVE LONG JUICE BAR LLC","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184114","HI SUSHI 278 INC.","Staten Island",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50044594","HOT DOG CONCESSION","Manhattan","Hotdogs","2025-02-01T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0","A","Cycle Inspection / Initial Inspection",
"50178815","XI'AN FAMOUS FOODS","Manhattan","Chinese","2026-01-16T00:00:00.000","Violations were cited in the following area(s).","Critical","10","A","Pre-permit (Operational) / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50180715","GREENPOINT COMEDY CLUB","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178097","AUNTIE ANNE'S SRU","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179505","BAKED CHEESE HAUS LTD","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50142154","LOONYS JUICE & SALAD","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50123426","PUBLIC FARE - DELACORTE THEATER","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50176081","DIPPIN' CHICKEN","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50177495","THOMASINAS","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184111","GNOCCHI ON 9TH","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50105933","DUNKIN'","Bronx","Donuts","2025-10-09T00:00:00.000","Violations were cited in the following area(s).","Critical","9","A","Cycle Inspection / Re-inspection","Evidence of rats or live rats in establishment's food or non-food areas."
"50183062","CLEO","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50116505","SWEET TOOTH","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50167677","SRB BROOKLYN LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180416","CASA DEL SAZON DOMINICANO LLC","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50167960","NEUHAUS INC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50105605","LALIBELA ETHIOPIAN RESTAURANT","Manhattan","Ethiopian","2025-07-21T00:00:00.000","Violations were cited in the following area(s).","Critical","25",,"Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50170983","ROMAINE EMPIRE INC","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50155668","LA CASA DEL MOLCAJETE","Staten Island",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50182349","YUE DIAN XUAN INC.","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41308105","EMILIO'S PIZZA","Bronx","Pizza","2025-05-22T00:00:00.000","Violations were cited in the following area(s).","Critical","13","A","Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50175214","LE PETIT CHEF / UP ON 20 / THE DEN / LIBRARY BAR","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41238905","LA SALLE GROCERY","Bronx",,"2007-09-18T09:17:00.000","Violations were cited in the following area(s).","Critical","29",,"Cycle Inspection / Re-inspection","Hot food not held at or above 140F degree"
"50172123","WONDER","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186650","PACHA NEW YORK","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50183030","LALGEROISE","0",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184503","POLLOS JUQUILA 2 LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179041","THE HUB","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50060415","JOE & THE JUICE","Manhattan","Coffee/Tea","2024-12-18T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable",,,"Administrative Miscellaneous / Initial Inspection",
"50185866","PIZZERIA GLAMZ & MORE CORP","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50164737","6 NYC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50177806","GOOD NEIGHBORS","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184774","RICHIE'S CROWN HEIGHTS","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187961","THE ULTIMATE KRAVE INC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50173537","N/A","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187205","BAMCO @ CHIME NYC CAFE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178193","JKCSNY INC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50163680","HUNDSON VU ROOFTOP (INK HOTEL)","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181721","COOKING WITH COREY","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187175","VIVIDAFA INC.","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50151973","532 COURT","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50174393","RA @ SHOPIFY","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50160335","SANMIWAGO","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185310","DE TODO UN POCO RESTAURANT INC.","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50160749","ELSA","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50125420","MADE IN NEW YORK PIZZA","Manhattan","Pizza","2025-11-24T00:00:00.000","Violations were cited in the following area(s).","Critical","42",,"Cycle Inspection / Initial Inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"41560849","CIRCLE LINE MANHATTAN","Manhattan","American","2023-11-30T00:00:00.000","Violations were cited in the following area(s).","Not Critical",,,"Administrative Miscellaneous / Initial Inspection","Allergen or intolerance notice not translated into common language when required"
"50188049","SAM PING'S CHINESE BBQ","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"40536414","LA CABANA","Brooklyn","Latin American","2024-10-02T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable",,,"Administrative Miscellaneous / Initial Inspection",
"50176239","AMY HSIAO","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50129423","REYNA","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41482516","SHANGERILA RESTAURANT","Bronx","Japanese","2022-04-28T00:00:00.000","Violations were cited in the following area(s).","Not Critical","21",,"Cycle Inspection / Initial Inspection","Food contact surface not properly maintained."
"50187694","SYLVIA FOOD CORP","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50170422","THE TOWN HALL","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50175071","PICKLE1","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50176691","CONTINENT BROOKLYN / ALIYA / BROOK & LYN EATING","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50128210","KALYE","Manhattan","Filipino","2025-09-27T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"50178800","SPACE CLUB DUMBO","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178579","DONPLINADA","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50171438","THE YACHT CLUB","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179761","CICCHETTI BK","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50107755","107 DAILY & GRILL","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50182217","8 AVENUE CHUN YANG TEA, INC.","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186660","CHOBANI 42436010","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50163616","RHYTHMS ON THE ROCK","Queens","Caribbean","2025-08-22T00:00:00.000","Establishment re-opened by DOHMH.","Not Applicable","0",,"Pre-permit (Operational) / Reopening Inspection",
"50180017","AMMAZZACAFFE","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50162382","BEARD PAPA'S EAST VILLAGE, INC.","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184409","WITCH TOPOKKI","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50089143","L8 LOUNGE","Manhattan","American","2023-04-29T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0","A","Cycle Inspection / Initial Inspection",
"50165822","CREPE HOUSE","Manhattan","Frozen Desserts","2026-05-20T00:00:00.000","Establishment re-opened by DOHMH.","Not Applicable","0","Z","Cycle Inspection / Reopening Inspection",
"50155025","MARY O'S IRISH SODA BREAD SHOP","Manhattan","Irish","2024-10-17T00:00:00.000","Violations were cited in the following area(s).","Not Critical",,,"Administrative Miscellaneous / Initial Inspection","Failure to post or conspicuously post healthy eating information"
"50122548","FAUZIA'S HEAVENLY DELIGHTS INC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50164293","ACRO COFFEE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50173657","SAUTEED","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186890","G'S CHEESESTEAKS","Staten Island",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50121215","J'S KITCHEN NEW YORK","Manhattan","Japanese","2025-05-31T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0",,"Inter-Agency Task Force / Initial Inspection",
"50184009","MOTOISHI","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50174508","MEZZE CAFE","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184725","SEXY QUEEN","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180336","NOA","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50188291","NYC CATERING SERVICES LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50162632","GNOCCHI ON 9TH HS LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50182916","CAFE LUNA","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180204","Tosca Cafe","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50165887","PIZZA & PASTA CITY","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50164528","ROYAL KABAB & GRILL","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184851","SUNLIFE ORGANICS 31 LLC","0",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179255","COCKTAIL OMAKASE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181459","RAMBLIN' CHICK","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50171089","BB CONEY ISLAND LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50173506","SHEER BLISS TASTE","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50161218","BIG MOZZ","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50175616","KINHFOLK","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187682","CHUBBY TAN NYC LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50095517","LA GRANGE DELICE LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41213444","GOOGLE 5BB","Manhattan","American","2026-05-01T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0","A","Cycle Inspection / Re-inspection",
"50131034","DAY & NIGHT CATERING HALL","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187969","NETFLIX","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187206","MEXICAN CANTINA II","Staten Island",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50177453","COUNTER SERVICE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50183257","GHEMO","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50164174","EL DURO LOUNGE - TETEO ROOM AND CUISINE","Bronx",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50188447","CARVEL","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50172930","ROOM 52","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50176989","JAZZ GENIUS","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50188239","ROLLY KIMBAB","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185612","PIXELATED RECORDS","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50145645","HERO","0",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50176956","EATALY WINE BAR T8","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178246","BINT ANAN","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"41685800","OLMSTED CAFETERIA- KIOSK","Queens","American","2025-08-13T00:00:00.000","Violations were cited in the following area(s).","Not Critical","13","A","Cycle Inspection / Re-inspection","Thawing procedure improper."
"50172459","CAFE SPARROW","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186476","GULDARI INC","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50155136","RITA'S PIZZA & PROVISIONS","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50182466","FIRST RAY OPERATIONS (NEW YORK) LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50125730","Blue Diamond Coffee Shop","Bronx","American","2023-12-08T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Cycle Inspection / Initial Inspection","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses."
"50183988","SAKARA SUSHI (STD 5)","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50002431","DUE AMICI","Queens","Italian","2018-11-27T00:00:00.000","Violations were cited in the following area(s).","Not Critical","12","A","Cycle Inspection / Initial Inspection","Food contact surface not properly maintained."
"50178523","IAN'S COOKIE JAR LLC","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50103832","KORONET PIZZA","Manhattan","Pizza","2025-04-30T00:00:00.000","Violations were cited in the following area(s).","Critical","12","A","Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50175873","EL MARIACHY","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50109905","THAMEL","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50182403","FLAT OUT BURGER","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50052205","TERRACE EAST","Brooklyn","American","2016-09-09T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0","A","Pre-permit (Operational) / Initial Inspection",
"50120024","SIX HAPPINESS","Manhattan","Chinese","2023-11-01T00:00:00.000","Violations were cited in the following area(s).","Critical","31",,"Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50171672","DAKOTA TAVERNA CORP","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"40718547","DOSA HUTT","Queens","Indian","2023-03-16T00:00:00.000","Violations were cited in the following area(s).","Critical","20","B","Cycle Inspection / Re-inspection","Evidence of mice or live mice in establishment's food or non-food areas."
"50153106","NIC & GAB","Brooklyn","American","2026-01-07T00:00:00.000","Violations were cited in the following area(s).","Critical","27",,"Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50170755","ROSE MARIE","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50181336","JADE RABBIT","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50187597","BK IFLA LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50179663","TAXI CAFE","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50168503","LA QUINTA INN AND SUITES CENTRAL PARK","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50038211","CHOW","Queens","Chinese","2022-11-29T00:00:00.000","Violations were cited in the following area(s).","Critical","23","B","Cycle Inspection / Re-inspection","Hot TCS food item not held at or above 140 °F."
"50148906","MAKARA","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186614","TACOS EL RANCHITO","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50184432","FLORENTIN","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50161667","CHARLIE'S PUB","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50176203","ARITZIA","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50153995","NOODLE HOUSE","Queens","Chinese","2025-06-17T00:00:00.000","Violations were cited in the following area(s).","Critical","24","Z","Pre-permit (Operational) / Re-inspection","Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses."
"50186516","PICCANTE","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50183410","PURA VIDA MIAMI","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180507","LINCOLN STATION","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50089572","WARNER MEDIA (BISTRO 35)","Queens","American","2025-08-04T00:00:00.000","Violations were cited in the following area(s).","Not Critical","16",,"Cycle Inspection / Initial Inspection","Thawing procedure improper."
"50181652","GRIND HARD CAFE LLC","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50107538","LOTUS 1","Queens","Southeast Asian","2025-04-30T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable","0","A","Cycle Inspection / Re-inspection",
"50187260","Caffe Toscana","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50173753","MASQUERADE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186961","VARIETY COFFEE ROASTERS","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185683","MONOBLEND","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50172187","CROWN FRIED CHICKEN AND PIZZA FLAVOR INC","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50180152","Malta Coffee","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186028","TASTE OF CHINA","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"40536414","LA CABANA","Brooklyn","Latin American","2024-11-14T00:00:00.000","Violations were cited in the following area(s).","Critical","31",,"Cycle Inspection / Initial Inspection","Hot TCS food item not held at or above 140 °F."
"50180374","SOBOL","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50186940","UZSHASHLIKN1 INC.","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50167477","KOFEE","Bronx","Coffee/Tea","2025-09-29T00:00:00.000","Establishment re-opened by DOHMH.","Not Applicable","0",,"Pre-permit (Operational) / Reopening Inspection",
"50127350","STIAMI V.I.P LOUNGE","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50148434","THE CAGE","Queens",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50161405","N&F GLOBAL CORP.","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50084540","BOMBAY CHOWK","Manhattan","Indian","2023-10-10T00:00:00.000","Establishment re-opened by DOHMH.","Critical","16","P","Cycle Inspection / Reopening Inspection","Live roaches in facility's food or non-food area."
"50184419","PRINCE STREET PIZZA","Brooklyn",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50082813","WOK 88","Manhattan","Chinese","2026-03-26T00:00:00.000","No violations were recorded at the time of this inspection.","Not Applicable",,,"Administrative Miscellaneous / Initial Inspection",
"50185020","LITTLE PINE","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50165166","PANCA BK","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50185155","99 CENTS DELICIOUS PIZZA","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
"50178960","La Palapa","Manhattan",,"1900-01-01T00:00:00.000",,"Not Applicable",,,,
